,Analysts,Ticker,Quarter,Reported,Rank,EPS_Points,Revenue_Points,Total_Points
2749,Michael Merry,TFC,Q3 2021,"Oct 15, 2021",8 / 9,-5,-3,-8
2750,Michael Merry,MS,Q3 2021,"Oct 14, 2021",26 / 31,-4,-3,-7
2751,Michael Merry,C,Q3 2021,"Oct 14, 2021",18 / 34,-4,15,11
2752,Michael Merry,WFC,Q3 2021,"Oct 14, 2021",19 / 26,-2,-4,-6
2753,Michael Merry,BAC,Q3 2021,"Oct 14, 2021",46 / 53,6,-4,2
2754,Michael Merry,DAL,Q3 2021,"Oct 13, 2021",16 / 27,-3,11,8
2755,Michael Merry,JPM,Q3 2021,"Oct 13, 2021",71 / 85,-4,-3,-7
2756,Michael Merry,STZ,Q2 2022,"Oct 6, 2021",3 / 13,-3,17,14
2757,Michael Merry,PAYX,Q1 2022,"Sep 30, 2021",11 / 20,11,11,22
2758,Michael Merry,COST,Q4 2021,"Sep 23, 2021",43 / 56,-4,-3,-7
2759,Michael Merry,FDX,Q1 2022,"Sep 21, 2021",11 / 20,-4,-1,-5
2760,Michael Merry,ORCL,Q1 2022,"Sep 13, 2021",21 / 48,11,-1,10
2761,Analyst_2230047,ANF,Q4 2019,"Mar 4, 2020",12 / 16,-3,-5,-8
2762,Analyst_4774928,UBER,Q2 2021,"Aug 4, 2021",27 / 35,11,-9,2
2763,Analyst_4774928,ROKU,Q2 2021,"Aug 4, 2021",55 / 54,-13,-25,-38
2764,Analyst_4774928,ROKU,Q1 2021,"May 6, 2021",48 / 47,-7,-12,-19
2765,Analyst_4774928,UBER,Q1 2021,"May 5, 2021",31 / 31,-5,-10,-15
2766,Analyst_4774928,ROKU,Q4 2020,"Feb 18, 2021",68 / 71,-6,-16,-22
2767,Analyst_4774928,UBER,Q4 2020,"Feb 10, 2021",42 / 47,-5,-6,-11
2768,Analyst_4774928,PVH,Q3 2020,"Dec 2, 2020",12 / 12,-9,-19,-28
2769,Analyst_4774928,FIVE,Q3 2020,"Dec 2, 2020",1 / 12,14,19,33
2770,Analyst_4774928,PLCE,Q3 2020,"Nov 19, 2020",6 / 6,-6,-9,-15
2771,Analyst_4774928,MAR,Q3 2020,"Nov 6, 2020",20 / 20,-25,-25,-50
2772,Analyst_4774928,ZG,Q3 2020,"Nov 5, 2020",36 / 36,-10,-25,-35
2773,Analyst_4774928,ROKU,Q3 2020,"Nov 5, 2020",56 / 67,-5,9,4
2774,Analyst_4774928,UBER,Q3 2020,"Nov 5, 2020",29 / 44,-2,-1,-3
2775,Analyst_4774928,DISCA,Q3 2020,"Nov 5, 2020",15 / 18,19,-25,-6
2776,Analyst_4774928,EXPE,Q3 2020,"Nov 4, 2020",33 / 32,-25,-25,-50
2777,Analyst_4774928,MELI,Q3 2020,"Nov 4, 2020",33 / 38,-3,-12,-15
2778,Analyst_4774928,GOOGL,Q3 2020,"Oct 29, 2020",7 / 203,21,14,35
2779,Analyst_4774928,AMZN,Q3 2020,"Oct 29, 2020",215 / 282,13,-19,-6
2780,Analyst_4774928,TPR,Q1 2021,"Oct 29, 2020",1 / 8,18,-5,13
2781,Analyst_4774928,PVH,Q2 2020,"Sep 2, 2020",9 / 10,10,-11,-1
2782,Analyst_4774928,FIVE,Q2 2020,"Sep 2, 2020",10 / 11,19,-25,-6
2783,Analyst_4774928,PLCE,Q2 2020,"Aug 25, 2020",5 / 5,-13,-23,-36
2784,Analyst_4774928,TPR,Q4 2020,"Aug 13, 2020",13 / 15,-8,-11,-19
2785,Analyst_4774928,MELI,Q2 2020,"Aug 10, 2020",34 / 39,-6,-4,-10
2786,Analyst_4774928,MAR,Q2 2020,"Aug 10, 2020",30 / 31,-25,-25,-50
2787,Analyst_7988082,HD,Q4 2019,"Feb 25, 2020",59 / 65,-5,-2,-7
2788,Analyst_7988082,WM,Q4 2019,"Feb 13, 2020",14 / 26,10,-3,7
2789,Analyst_7988082,PEP,Q4 2019,"Feb 13, 2020",23 / 59,13,9,22
2790,Analyst_7988082,QCOM,Q1 2020,"Feb 5, 2020",96 / 129,-4,11,7
2791,Analyst_7988082,DIS,Q1 2020,"Feb 4, 2020",15 / 214,7,18,25
2792,Analyst_7988082,V,Q1 2020,"Jan 30, 2020",129 / 146,-3,-11,-14
2793,Analyst_7988082,INTC,Q4 2019,"Jan 23, 2020",130 / 200,8,9,17
2794,Analyst_7988082,SHAK,Q3 2019,"Nov 4, 2019",7 / 22,0,22,22
2795,Analyst_7988082,V,Q4 2019,"Oct 24, 2019",78 / 159,5,20,25
2796,Analyst_7988082,FB,Q2 2019,"Jul 24, 2019",235 / 410,9,10,19
2797,Analyst_7988082,GES,Q1 2020,"Jun 6, 2019",13 / 25,-1,-1,-2
2798,Analyst_7988082,NVDA,Q1 2020,"May 16, 2019",22 / 341,-1,24,23
2799,Analyst_7988082,AMZN,Q1 2019,"Apr 25, 2019",372 / 441,24,-25,-1
2800,Analyst_7988082,V,Q2 2019,"Apr 24, 2019",148 / 152,-9,-25,-34
2801,Analyst_7988082,MSFT,Q3 2019,"Apr 24, 2019",217 / 324,6,10,16
2802,Analyst_7988082,AMAT,Q2 2018,"May 17, 2018",87 / 128,-3,12,9
2803,Analyst_7988082,QCOM,Q2 2018,"Apr 25, 2018",91 / 115,-5,-1,-6
2804,Analyst_7988082,PYPL,Q1 2018,"Apr 25, 2018",100 / 143,-5,8,3
2805,Analyst_7988082,BA,Q1 2018,"Apr 25, 2018",53 / 101,9,9,18
2806,Analyst_7988082,TWTR,Q1 2018,"Apr 25, 2018",174 / 250,0,9,9
2807,Analyst_7988082,GOOGL,Q1 2018,"Apr 23, 2018",311 / 455,-6,13,7
2808,Analyst_7988082,LRCX,Q3 2018,"Apr 17, 2018",54 / 129,14,16,30
2809,Analyst_7988082,C,Q1 2018,"Apr 13, 2018",69 / 86,0,-8,-8
2810,Analyst_7988082,GME,Q4 2017,"Mar 28, 2018",46 / 84,0,10,10
2811,Analyst_7988082,SWKS,Q1 2018,"Feb 5, 2018",97 / 127,7,-3,4
2812,Analyst_6348688,BIDU,Q1 2021,"May 18, 2021",38 / 88,10,11,21
2813,Analyst_6348688,BABA,Q4 2021,"May 13, 2021",92 / 138,-2,-2,-4
2814,Analyst_6348688,WYNN,Q1 2021,"May 10, 2021",20 / 32,12,-2,10
2815,Analyst_6348688,AMC,Q1 2021,"May 6, 2021",15 / 27,-3,-1,-4
2816,Analyst_6348688,PYPL,Q1 2021,"May 5, 2021",94 / 145,10,8,18
2817,Analyst_6348688,MELI,Q1 2021,"May 5, 2021",18 / 26,-3,11,8
2818,Analyst_6348688,TWLO,Q1 2021,"May 5, 2021",24 / 52,7,17,24
2819,Analyst_6348688,ETSY,Q1 2021,"May 5, 2021",33 / 43,-3,-2,-5
2820,Analyst_6348688,UBER,Q1 2021,"May 5, 2021",6 / 31,11,-2,9
2821,Analyst_6348688,FSLY,Q1 2021,"May 5, 2021",10 / 21,-3,-1,-4
2822,Analyst_6348688,TWTR,Q1 2021,"Apr 29, 2021",87 / 101,-2,-14,-16
2823,Analyst_6348688,AMZN,Q1 2021,"Apr 29, 2021",9 / 239,21,16,37
2824,Analyst_6348688,SBUX,Q2 2021,"Apr 27, 2021",25 / 56,11,-3,8
2825,Analyst_6348688,MSFT,Q3 2021,"Apr 27, 2021",124 / 234,23,-3,20
2826,Analyst_6348688,GOOGL,Q1 2021,"Apr 27, 2021",28 / 195,12,17,29
2827,Analyst_6348688,AMD,Q1 2021,"Apr 27, 2021",53 / 239,16,16,32
2828,Analyst_6348688,PINS,Q1 2021,"Apr 27, 2021",28 / 47,25,-8,17
2829,Analyst_6348688,UPS,Q1 2021,"Apr 27, 2021",3 / 28,11,15,26
2830,Analyst_6348688,TSLA,Q1 2021,"Apr 26, 2021",160 / 382,13,-1,12
2831,Analyst_6348688,PDD,Q4 2020,"Mar 17, 2021",10 / 15,-9,10,1
2832,Analyst_6348688,AMC,Q4 2020,"Mar 10, 2021",5 / 47,-1,24,23
2833,Analyst_6348688,ORCL,Q3 2021,"Mar 10, 2021",1 / 49,25,24,49
2834,Analyst_6348688,SNOW,Q4 2021,"Mar 3, 2021",35 / 51,-6,9,3
2835,Analyst_6348688,TGT,Q4 2020,"Mar 2, 2021",2 / 35,23,18,41
2836,Analyst_6348688,MELI,Q4 2020,"Mar 1, 2021",17 / 41,-3,15,12
2837,Analyst_1328834,BBWI,Q4 2019,"Feb 26, 2020",14 / 22,-4,-2,-6
2838,Analyst_5138231,LL,Q4 2019,"Feb 25, 2020",1 / 18,-1,23,22
2839,Analyst_6758340,NKE,Q4 2020,"Jun 25, 2020",77 / 121,-3,-3,-6
2840,Analyst_6758340,LL,Q4 2019,"Feb 25, 2020",5 / 18,-5,23,18
2841,Analyst_6758340,F,Q2 2019,"Jul 24, 2019",49 / 72,-4,9,5
2842,Analyst_6758340,RHT,Q1 2020,"Jun 20, 2019",8 / 53,17,10,27
2843,Analyst_6758340,SPWR,Q1 2019,"May 9, 2019",34 / 40,-3,-2,-5
2844,Analyst_6758340,S,Q4 2018,"May 7, 2019",34 / 33,-4,-5,-9
2845,Analyst_6758340,MCD,Q1 2019,"Apr 30, 2019",62 / 84,-25,21,-4
2846,Analyst_6758340,GM,Q1 2019,"Apr 30, 2019",1 / 34,7,18,25
2847,Analyst_6758340,MDR,Q4 2018,"Feb 25, 2019",8 / 19,-3,9,6
2848,Analyst_6758340,NUE,Q4 2018,"Jan 29, 2019",14 / 14,16,-25,-9
2849,Analyst_6758340,DAL,Q4 2018,"Jan 15, 2019",4 / 76,17,16,33
2850,Analyst_6758340,SJR,Q1 2019,"Jan 14, 2019",18 / 18,-13,-4,-17
2851,Analyst_6758340,WDAY,Q3 2019,"Nov 29, 2018",55 / 82,7,9,16
2852,Analyst_6758340,JWN,Q3 2018,"Nov 15, 2018",33 / 35,-9,-11,-20
2853,Analyst_6758340,AAPL,Q4 2018,"Nov 1, 2018",519 / 709,-4,-3,-7
2854,Analyst_6758340,FLEX,Q2 2019,"Oct 25, 2018",8 / 12,-7,21,14
2855,Analyst_6758340,AAPL,Q3 2018,"Jul 31, 2018",310 / 694,9,11,20
2856,Analyst_6758340,NUE,Q1 2018,"Apr 19, 2018",12 / 21,-3,-2,-5
2857,iMarcelo,ETSY,Q4 2019,"Feb 26, 2020",2 / 39,12,25,37
2858,iMarcelo,CRM,Q4 2020,"Feb 25, 2020",95 / 116,-13,15,2
2859,iMarcelo,HD,Q4 2019,"Feb 25, 2020",44 / 65,21,-15,6
2860,iMarcelo,TSLA,Q1 2018,"May 2, 2018",168 / 366,-5,14,9
2861,iMarcelo,SPOT,Q1 2018,"May 2, 2018",22 / 24,11,-25,-14
2862,iMarcelo,AAPL,Q2 2018,"May 1, 2018",435 / 680,-3,-3,-6
2863,iMarcelo,UAA,Q1 2018,"May 1, 2018",17 / 138,11,19,30
2864,iMarcelo,FB,Q3 2015,"Nov 4, 2015",117 / 576,11,15,26
2865,iMarcelo,LULU,Q2 2014,"Sep 11, 2014",8 / 51,-2,23,21
2866,iMarcelo,CPRI,Q1 2015,"Aug 4, 2014",9 / 53,16,17,33
2867,iMarcelo,GPRO,Q2 2014,"Jul 31, 2014",4 / 16,-3,24,21
2868,iMarcelo,BIDU,Q2 2014,"Jul 24, 2014",24 / 52,9,10,19
2869,iMarcelo,FB,Q2 2014,"Jul 23, 2014",21 / 131,14,17,31
2870,iMarcelo,AAPL,Q3 2014,"Jul 22, 2014",134 / 197,9,-4,5
2871,iMarcelo,MSFT,Q4 2014,"Jul 22, 2014",24 / 78,-4,12,8
2872,iMarcelo,CPRI,Q4 2014,"May 28, 2014",47 / 57,-5,20,15
2873,iMarcelo,BKNG,Q1 2014,"May 8, 2014",23 / 51,16,-5,11
2874,iMarcelo,TSLA,Q1 2014,"May 7, 2014",96 / 112,-6,-8,-14
2875,iMarcelo,GRPN,Q1 2014,"May 6, 2014",19 / 46,-3,19,16
2876,iMarcelo,EBAY,Q1 2014,"Apr 29, 2014",2 / 78,25,25,50
2877,iMarcelo,F,Q1 2014,"Apr 25, 2014",46 / 65,-4,-4,-8
2878,iMarcelo,SBUX,Q2 2014,"Apr 24, 2014",62 / 64,-14,-7,-21
2879,iMarcelo,AMZN,Q1 2014,"Apr 24, 2014",94 / 96,-7,-25,-32
2880,iMarcelo,BIDU,Q1 2014,"Apr 24, 2014",15 / 50,11,14,25
2881,iMarcelo,P,Q1 2014,"Apr 24, 2014",32 / 49,13,-3,10
2882,Analyst_4422273,HFC,Q1 2019,"May 2, 2019",9 / 9,-11,-4,-15
2883,Analyst_4422273,NVR,Q1 2019,"Apr 22, 2019",13 / 17,8,7,15
2884,Analyst_4422273,RH,Q4 2018,"Mar 28, 2019",16 / 58,21,-3,18
2885,Analyst_4422273,DBI,Q4 2018,"Mar 19, 2019",24 / 32,-2,-4,-6
2886,Analyst_4422273,SMTC,Q4 2019,"Mar 13, 2019",1 / 16,25,25,50
2887,Analyst_4422273,PETQ,Q4 2018,"Mar 11, 2019",6 / 15,-1,9,8
2888,Analyst_4422273,SFIX,Q2 2019,"Mar 11, 2019",12 / 47,9,14,23
2889,Analyst_4422273,CRM,Q4 2019,"Mar 4, 2019",39 / 214,15,17,32
2890,Analyst_4422273,ZIXI,Q4 2018,"Feb 28, 2019",13 / 15,-4,-10,-14
2891,Analyst_4422273,SPLK,Q4 2019,"Feb 28, 2019",37 / 111,10,10,20
2892,Analyst_4422273,ADSK,Q4 2019,"Feb 28, 2019",23 / 35,8,9,17
2893,Analyst_4422273,PSTG,Q4 2019,"Feb 28, 2019",17 / 28,-3,-4,-7
2894,Analyst_4422273,WDAY,Q4 2019,"Feb 28, 2019",51 / 94,8,10,18
2895,Analyst_4422273,ALRM,Q4 2018,"Feb 28, 2019",9 / 18,11,7,18
2896,Analyst_4422273,BBWI,Q4 2018,"Feb 27, 2019",32 / 38,16,-25,-9
2897,Analyst_4422273,SQ,Q4 2018,"Feb 27, 2019",118 / 227,-6,15,9
2898,Analyst_4422273,HPQ,Q1 2019,"Feb 27, 2019",13 / 55,-2,-3,-5
2899,Analyst_4422273,BKNG,Q4 2018,"Feb 27, 2019",61 / 101,9,-5,4
2900,Analyst_4422273,WING,Q4 2018,"Feb 27, 2019",15 / 27,-3,-3,-6
2901,Analyst_4422273,AMRN,Q4 2018,"Feb 27, 2019",15 / 26,-5,16,11
2902,Analyst_4422273,BBY,Q4 2019,"Feb 27, 2019",2 / 51,12,25,37
2903,Analyst_4422273,VEEV,Q4 2019,"Feb 26, 2019",31 / 49,7,10,17
2904,Analyst_4422273,WW,Q4 2018,"Feb 26, 2019",8 / 43,20,-3,17
2905,Analyst_4422273,JAZZ,Q4 2018,"Feb 26, 2019",7 / 14,8,9,17
2906,Analyst_4422273,PANW,Q2 2019,"Feb 26, 2019",8 / 103,9,21,30
2907,"Jonathan Matuszewski, CFA",BBBY,Q4 2020,"Apr 14, 2021",18 / 21,-25,,-25
2908,"Jonathan Matuszewski, CFA",FND,Q4 2020,"Feb 25, 2021",6 / 6,-19,,-19
2909,"Jonathan Matuszewski, CFA",LOW,Q4 2020,"Feb 24, 2021",14 / 16,-11,,-11
2910,"Jonathan Matuszewski, CFA",BBBY,Q3 2020,"Jan 7, 2021",10 / 31,-3,,-3
2911,"Jonathan Matuszewski, CFA",LOW,Q3 2020,"Nov 18, 2020",21 / 24,-17,,-17
2912,"Jonathan Matuszewski, CFA",FND,Q3 2020,"Oct 29, 2020",5 / 5,-7,,-7
2913,"Jonathan Matuszewski, CFA",BBBY,Q2 2020,"Oct 1, 2020",7 / 32,19,,19
2914,"Jonathan Matuszewski, CFA",LOW,Q2 2020,"Aug 19, 2020",18 / 21,-8,,-8
2915,"Jonathan Matuszewski, CFA",FND,Q2 2020,"Jul 30, 2020",7 / 7,-25,,-25
2916,"Jonathan Matuszewski, CFA",FND,Q1 2020,"Apr 30, 2020",5 / 9,16,,16
2917,"Jonathan Matuszewski, CFA",BBBY,Q4 2019,"Apr 15, 2020",24 / 37,-8,,-8
2918,"Jonathan Matuszewski, CFA",WSM,Q4 2019,"Mar 18, 2020",15 / 19,-7,,-7
2919,"Jonathan Matuszewski, CFA",LOW,Q4 2019,"Feb 26, 2020",22 / 22,-25,,-25
2920,"Jonathan Matuszewski, CFA",HD,Q4 2019,"Feb 25, 2020",18 / 65,17,,17
2921,"Jonathan Matuszewski, CFA",FND,Q4 2019,"Feb 20, 2020",8 / 14,8,,8
2922,"Jonathan Matuszewski, CFA",BBBY,Q3 2019,"Jan 8, 2020",28 / 54,-4,,-4
2923,"Jonathan Matuszewski, CFA",WSM,Q3 2019,"Nov 21, 2019",26 / 30,-9,,-9
2924,"Jonathan Matuszewski, CFA",LOW,Q3 2019,"Nov 20, 2019",27 / 27,-25,,-25
2925,"Jonathan Matuszewski, CFA",HD,Q3 2019,"Nov 19, 2019",29 / 83,-1,,-1
2926,"Jonathan Matuszewski, CFA",BBBY,Q2 2019,"Oct 2, 2019",11 / 53,18,,18
2927,"Jonathan Matuszewski, CFA",WSM,Q2 2019,"Aug 28, 2019",21 / 23,-10,,-10
2928,"Jonathan Matuszewski, CFA",LOW,Q2 2019,"Aug 21, 2019",7 / 34,14,,14
2929,"Jonathan Matuszewski, CFA",HD,Q2 2019,"Aug 20, 2019",76 / 85,-8,,-8
2930,"Jonathan Matuszewski, CFA",BBY,Q4 2019,"Feb 27, 2019",39 / 51,-5,,-5
2931,"Jonathan Matuszewski, CFA",FND,Q4 2018,"Feb 21, 2019",3 / 7,25,,25
2932,John Hecht,CODI,Q3 2021,"Oct 28, 2021",12 / 12,-25,,-25
2933,John Hecht,COF,Q3 2021,"Oct 26, 2021",11 / 12,-13,,-13
2934,John Hecht,CODI,Q2 2021,"Jul 29, 2021",10 / 10,-25,,-25
2935,John Hecht,COF,Q2 2021,"Jul 22, 2021",9 / 9,-8,,-8
2936,John Hecht,CODI,Q1 2021,"Apr 29, 2021",5 / 5,-25,,-25
2937,John Hecht,COF,Q1 2021,"Apr 27, 2021",14 / 15,-3,,-3
2938,John Hecht,CODI,Q4 2020,"Feb 24, 2021",10 / 11,-25,,-25
2939,John Hecht,SQ,Q4 2020,"Feb 23, 2021",113 / 124,,-25,-25
2940,John Hecht,RM,Q4 2020,"Feb 10, 2021",2 / 2,9,,9
2941,John Hecht,PYPL,Q4 2020,"Feb 3, 2021",96 / 104,-25,,-25
2942,John Hecht,FCFS,Q4 2020,"Jan 28, 2021",2 / 2,-16,,-16
2943,John Hecht,COF,Q4 2020,"Jan 26, 2021",8 / 12,10,,10
2944,John Hecht,AXP,Q4 2020,"Jan 26, 2021",16 / 26,8,,8
2945,John Hecht,EZPW,Q4 2020,"Dec 14, 2020",1 / 4,10,,10
2946,John Hecht,SQ,Q3 2020,"Nov 5, 2020",101 / 110,,-10,-10
2947,John Hecht,PYPL,Q3 2020,"Nov 2, 2020",108 / 118,-23,,-23
2948,John Hecht,RM,Q3 2020,"Oct 29, 2020",3 / 3,15,,15
2949,John Hecht,CODI,Q3 2020,"Oct 28, 2020",17 / 18,-25,,-25
2950,John Hecht,AXP,Q3 2020,"Oct 23, 2020",27 / 29,-25,,-25
2951,John Hecht,COF,Q3 2020,"Oct 22, 2020",7 / 15,15,,15
2952,John Hecht,FCFS,Q3 2020,"Oct 21, 2020",3 / 3,-25,,-25
2953,John Hecht,SYF,Q3 2020,"Oct 20, 2020",11 / 14,-13,,-13
2954,John Hecht,RM,Q2 2020,"Aug 5, 2020",4 / 4,-13,,-13
2955,John Hecht,EZPW,Q3 2020,"Aug 4, 2020",4 / 5,-8,,-8
2956,John Hecht,SQ,Q2 2020,"Aug 4, 2020",104 / 115,,-7,-7
2957,Analyst_8626722,RCL,Q2 2020,"Aug 10, 2020",44 / 44,-20,-25,-45
2958,Analyst_8626722,FSLR,Q2 2020,"Aug 6, 2020",29 / 33,-12,-4,-16
2959,Analyst_8626722,TMUS,Q2 2020,"Aug 6, 2020",21 / 21,-17,-20,-37
2960,Analyst_8626722,BC,Q2 2020,"Jul 30, 2020",21 / 21,-5,-4,-9
2961,Analyst_8626722,CMCSA,Q2 2020,"Jul 30, 2020",31 / 34,9,-25,-16
2962,Analyst_8626722,MNRO,Q1 2021,"Jul 29, 2020",17 / 17,-7,-25,-32
2963,Analyst_8626722,BJRI,Q2 2020,"Jul 23, 2020",24 / 23,-8,-25,-33
2964,Analyst_8626722,ADS,Q2 2020,"Jul 23, 2020",29 / 29,-16,-9,-25
2965,Analyst_8626722,TWTR,Q2 2020,"Jul 23, 2020",119 / 125,-8,-25,-33
2966,Analyst_8626722,ALK,Q2 2020,"Jul 23, 2020",22 / 22,-25,-25,-50
2967,Analyst_8626722,AAL,Q2 2020,"Jul 23, 2020",53 / 53,-25,-25,-50
2968,Analyst_8626722,TSLA,Q2 2020,"Jul 22, 2020",318 / 636,18,-9,9
2969,Analyst_8626722,UAL,Q2 2020,"Jul 21, 2020",52 / 52,-25,-25,-50
2970,Analyst_8626722,CALM,Q4 2020,"Jul 20, 2020",19 / 23,-12,-19,-31
2971,Analyst_8626722,DPZ,Q2 2020,"Jul 16, 2020",40 / 49,9,-14,-5
2972,Analyst_8626722,JNJ,Q2 2020,"Jul 16, 2020",77 / 78,-21,-22,-43
2973,Analyst_8626722,DAL,Q2 2020,"Jul 14, 2020",89 / 89,-25,-25,-50
2974,Analyst_8626722,PEP,Q2 2020,"Jul 13, 2020",51 / 55,-25,-9,-34
2975,Analyst_8626722,CAG,Q4 2020,"Jun 30, 2020",21 / 22,-7,-9,-16
2976,Analyst_8626722,NKE,Q4 2020,"Jun 25, 2020",116 / 121,-7,-12,-19
2977,Analyst_8626722,DRI,Q4 2020,"Jun 25, 2020",29 / 29,-25,-25,-50
2978,Analyst_8626722,BB,Q1 2021,"Jun 24, 2020",42 / 61,9,-14,-5
2979,Analyst_8626722,CCL,Q2 2020,"Jun 18, 2020",52 / 54,-6,-16,-22
2980,Analyst_8626722,MTN,Q3 2020,"Jun 4, 2020",22 / 23,-18,-25,-43
2981,Analyst_8626722,MNRO,Q4 2020,"May 28, 2020",23 / 23,-10,-25,-35
2982,Bob S.,MSFT,Q4 2020,"Jul 22, 2020",317 / 363,7,-5,2
2983,Bob S.,HTHT,Q1 2020,"Jun 30, 2020",6 / 9,13,-1,12
2984,Bob S.,HCR,Q1 2020,"Jun 25, 2020",7 / 12,0,-3,-3
2985,Bob S.,GME,Q1 2020,"Jun 9, 2020",16 / 44,-3,-2,-5
2986,Bob S.,GERN,Q1 2020,"May 28, 2020",4 / 8,0,-1,-1
2987,Bob S.,JWN,Q1 2020,"May 28, 2020",9 / 18,-2,15,13
2988,Bob S.,TCOM,Q1 2020,"May 28, 2020",23 / 31,-1,-1,-2
2989,Bob S.,PSTG,Q1 2021,"May 28, 2020",13 / 15,-4,-5,-9
2990,Bob S.,MOD,Q4 2020,"May 28, 2020",8 / 9,0,-1,-1
2991,Bob S.,VEEV,Q1 2021,"May 28, 2020",35 / 40,7,-3,4
2992,Bob S.,WSM,Q1 2020,"May 28, 2020",10 / 16,-4,-3,-7
2993,Bob S.,CRM,Q1 2021,"May 28, 2020",48 / 127,-1,-1,-2
2994,Bob S.,ULTA,Q1 2020,"May 28, 2020",7 / 30,-1,16,15
2995,Bob S.,COST,Q3 2020,"May 28, 2020",68 / 79,-4,-1,-5
2996,Bob S.,VMW,Q1 2021,"May 28, 2020",39 / 45,-4,-2,-6
2997,Bob S.,MRVL,Q1 2021,"May 28, 2020",23 / 25,-5,-3,-8
2998,Bob S.,OLLI,Q1 2020,"May 28, 2020",7 / 13,8,-2,6
2999,Bob S.,ZS,Q3 2020,"May 28, 2020",37 / 48,-5,-4,-9
3000,Bob S.,OKTA,Q1 2021,"May 28, 2020",44 / 44,-5,-5,-10
3001,Bob S.,DXC,Q4 2020,"May 28, 2020",1 / 12,10,20,30
3002,Bob S.,DELL,Q1 2021,"May 28, 2020",12 / 13,7,-5,2
3003,Bob S.,MSFT,Q3 2020,"Apr 29, 2020",108 / 331,11,16,27
3004,Bob S.,MA,Q1 2020,"Apr 29, 2020",73 / 89,-6,-11,-17
3005,Bob S.,LOVE,Q4 2020,"Apr 16, 2020",2 / 10,-1,-1,-2
3006,Bob S.,CYD,Q4 2019,"Mar 30, 2020",4 / 7,-3,-3,-6
3007,Analyst_656238,NFLX,Q3 2020,"Oct 20, 2020",113 / 221,21,-10,11
3008,Analyst_656238,SPNX,Q2 2020,"Aug 10, 2020",20 / 21,-12,-24,-36
3009,Analyst_656238,MSFT,Q4 2020,"Jul 22, 2020",27 / 363,21,14,35
3010,Analyst_656238,TSLA,Q2 2020,"Jul 22, 2020",500 / 636,15,-22,-7
3011,Analyst_656238,CALM,Q4 2020,"Jul 20, 2020",21 / 23,-16,-20,-36
3012,Analyst_656238,NFLX,Q2 2020,"Jul 16, 2020",154 / 254,15,-5,10
3013,Analyst_656238,DPZ,Q2 2020,"Jul 16, 2020",47 / 49,8,-25,-17
3014,Analyst_656238,PEP,Q2 2020,"Jul 13, 2020",55 / 55,-25,-14,-39
3015,Analyst_656238,LNN,Q3 2020,"Jul 2, 2020",18 / 23,-8,-2,-10
3016,Analyst_656238,CAG,Q4 2020,"Jun 30, 2020",20 / 22,-7,-9,-16
3017,Analyst_656238,NKE,Q4 2020,"Jun 25, 2020",113 / 121,-6,-11,-17
3018,Analyst_656238,DRI,Q4 2020,"Jun 25, 2020",30 / 29,-25,-25,-50
3019,Analyst_656238,MKC,Q2 2020,"Jun 25, 2020",8 / 27,11,-3,8
3020,Analyst_656238,BB,Q1 2021,"Jun 24, 2020",40 / 61,12,-14,-2
3021,Analyst_656238,CCL,Q2 2020,"Jun 18, 2020",50 / 54,-6,-15,-21
3022,Analyst_656238,LULU,Q1 2020,"Jun 11, 2020",96 / 106,-25,-19,-44
3023,Analyst_656238,GME,Q1 2020,"Jun 9, 2020",41 / 44,-5,-13,-18
3024,Analyst_656238,ZUMZ,Q1 2020,"Jun 4, 2020",15 / 17,-7,-8,-15
3025,Analyst_656238,AVGO,Q2 2020,"Jun 4, 2020",49 / 53,-19,-5,-24
3026,Analyst_656238,DOCU,Q1 2021,"Jun 4, 2020",64 / 66,-4,-13,-17
3027,Analyst_656238,ZS,Q3 2020,"May 28, 2020",30 / 48,25,-8,17
3028,Analyst_656238,SPNX,Q1 2020,"May 21, 2020",19 / 20,-13,-25,-38
3029,Analyst_656238,PANW,Q3 2020,"May 21, 2020",38 / 57,-9,22,13
3030,Analyst_656238,JBLU,Q1 2020,"May 7, 2020",29 / 30,-14,-14,-28
3031,Analyst_656238,HA,Q1 2020,"May 5, 2020",24 / 25,-25,-25,-50
3032,Zilvinas Speteliunas,SWIR,Q1 2021,"May 13, 2021",5 / 8,-4,-4,-8
3033,Zilvinas Speteliunas,SSTI,Q1 2021,"May 11, 2021",1 / 5,-2,12,10
3034,Zilvinas Speteliunas,SAIL,Q1 2021,"May 10, 2021",10 / 13,-8,-3,-11
3035,Zilvinas Speteliunas,NUAN,Q2 2021,"May 10, 2021",3 / 9,14,-2,12
3036,Zilvinas Speteliunas,TTD,Q1 2021,"May 10, 2021",20 / 39,14,-3,11
3037,Zilvinas Speteliunas,UI,Q3 2021,"May 7, 2021",1 / 3,-3,22,19
3038,Zilvinas Speteliunas,PFSW,Q1 2021,"May 7, 2021",2 / 3,-2,-5,-7
3039,Zilvinas Speteliunas,RPD,Q1 2021,"May 6, 2021",1 / 8,19,16,35
3040,Zilvinas Speteliunas,PCTY,Q3 2021,"May 6, 2021",4 / 10,9,-1,8
3041,Zilvinas Speteliunas,PDFS,Q1 2021,"May 6, 2021",2 / 2,-4,-7,-11
3042,Zilvinas Speteliunas,MSI,Q1 2021,"May 6, 2021",3 / 5,9,13,22
