,Analysts,Ticker,Quarter,Reported,Rank,EPS_Points,Revenue_Points,Total_Points
2074,Buck_762529,DLTR,Q2 2019,"Aug 29, 2019",18 / 23,-14,-2,-16
2075,Buck_762529,DG,Q2 2019,"Aug 29, 2019",3 / 32,19,14,33
2076,Buck_762529,WSM,Q2 2019,"Aug 28, 2019",16 / 23,-7,9,2
2077,Buck_762529,FIVE,Q2 2019,"Aug 28, 2019",6 / 31,25,-5,20
2078,Buck_762529,OLLI,Q2 2019,"Aug 28, 2019",5 / 16,-3,17,14
2079,Buck_762529,W,Q2 2019,"Aug 1, 2019",29 / 32,-13,-6,-19
2080,Buck_762529,OLLI,Q1 2019,"Jun 6, 2019",7 / 24,25,-3,22
2081,Buck_762529,FIVE,Q1 2019,"Jun 5, 2019",10 / 44,15,-2,13
2082,Buck_762529,WSM,Q1 2019,"May 30, 2019",6 / 26,8,21,29
2083,Buck_762529,DLTR,Q1 2019,"May 30, 2019",23 / 28,-25,-2,-27
2084,Buck_762529,DG,Q1 2019,"May 30, 2019",18 / 27,17,-6,11
2085,Buck_762529,W,Q1 2019,"May 2, 2019",22 / 40,-8,12,4
2086,Buck_762529,FIVE,Q4 2018,"Mar 27, 2019",28 / 43,-2,-2,-4
2087,Bill,SPWH,Q3 2021,"Dec 8, 2021",1 / 9,-3,24,21
2088,Bill,RH,Q3 2021,"Dec 8, 2021",8 / 22,21,15,36
2089,Bill,GEF,Q4 2021,"Dec 8, 2021",4 / 11,-2,-3,-5
2090,Bill,AGX,Q3 2021,"Dec 8, 2021",1 / 1,15,-5,10
2091,Bill,OXM,Q3 2021,"Dec 8, 2021",1 / 5,14,10,24
2092,Bill,GME,Q3 2021,"Dec 8, 2021",19 / 68,-3,15,12
2093,Bill,PATH,Q3 2021,"Dec 8, 2021",3 / 16,19,12,31
2094,Bill,DXPE,Q3 2021,"Dec 8, 2021",2 / 5,-2,-3,-5
2095,Bill,NETI,Q3 2021,"Dec 8, 2021",1 / 4,-4,22,18
2096,Bill,CPB,Q1 2022,"Dec 8, 2021",9 / 11,9,-4,5
2097,Bill,KFY,Q2 2022,"Dec 8, 2021",1 / 4,20,19,39
2098,Bill,VRA,Q3 2022,"Dec 8, 2021",4 / 4,-4,-10,-14
2099,Bill,THO,Q1 2022,"Dec 8, 2021",7 / 17,12,11,23
2100,Bill,UNFI,Q1 2022,"Dec 8, 2021",3 / 9,11,8,19
2101,Bill,PLAB,Q4 2021,"Dec 8, 2021",5 / 10,9,9,18
2102,Bill,LOVE,Q3 2022,"Dec 8, 2021",3 / 7,9,9,18
2103,Bill,PD,Q3 2022,"Dec 7, 2021",5 / 9,11,13,24
2104,Bill,CASY,Q2 2022,"Dec 7, 2021",7 / 9,-4,9,5
2105,Bill,PLAY,Q3 2021,"Dec 7, 2021",8 / 10,-4,-5,-9
2106,Bill,SFIX,Q1 2022,"Dec 7, 2021",4 / 28,21,15,36
2107,Bill,TOL,Q4 2021,"Dec 7, 2021",2 / 10,12,15,27
2108,Bill,CHPT,Q3 2022,"Dec 7, 2021",2 / 10,-2,13,11
2109,Bill,AVAV,Q2 2022,"Dec 7, 2021",8 / 9,8,-3,5
2110,Bill,JW-A,Q2 2022,"Dec 7, 2021",3 / 4,8,9,17
2111,Bill,DBI,Q3 2021,"Dec 7, 2021",2 / 9,14,15,29
2112,Analyst_2729300,EA,Q4 2019,"May 7, 2019",110 / 121,-4,-4,-8
2113,Analyst_2729300,BHC,Q1 2019,"May 6, 2019",37 / 39,-6,-2,-8
2114,Analyst_2729300,HLF,Q1 2019,"May 2, 2019",12 / 13,-3,-6,-9
2115,Analyst_2729300,HBI,Q1 2019,"May 2, 2019",6 / 8,-5,10,5
2116,Analyst_2729300,FIVN,Q1 2019,"May 1, 2019",23 / 23,-6,-8,-14
2117,Analyst_2729300,GRMN,Q1 2019,"May 1, 2019",32 / 38,-2,6,4
2118,Analyst_2729300,PYPL,Q1 2019,"Apr 24, 2019",50 / 145,-4,20,16
2119,Analyst_2729300,TSLA,Q1 2019,"Apr 24, 2019",401 / 506,-5,-4,-9
2120,Analyst_2729300,BA,Q1 2019,"Apr 24, 2019",94 / 135,-10,-5,-15
2121,Analyst_2729300,EBAY,Q1 2019,"Apr 23, 2019",79 / 119,7,9,16
2122,Analyst_2729300,TWTR,Q1 2019,"Apr 23, 2019",150 / 235,8,-2,6
2123,Analyst_2729300,CDNS,Q1 2019,"Apr 22, 2019",30 / 31,-15,-25,-40
2124,Analyst_2729300,NFLX,Q1 2019,"Apr 16, 2019",229 / 365,10,-2,8
2125,Analyst_2729300,JBHT,Q1 2019,"Apr 15, 2019",7 / 27,0,-3,-3
2126,Analyst_2729300,JPM,Q1 2019,"Apr 12, 2019",16 / 154,12,13,25
2127,Analyst_2729300,GME,Q4 2018,"Apr 2, 2019",37 / 75,0,-3,-3
2128,Analyst_2729300,PLAY,Q4 2018,"Apr 2, 2019",31 / 43,-4,9,5
2129,Analyst_2729300,BB,Q4 2019,"Mar 29, 2019",104 / 115,-5,7,2
2130,Analyst_2729300,LULU,Q4 2018,"Mar 27, 2019",92 / 134,-3,-2,-5
2131,Analyst_2729300,TITN,Q4 2019,"Mar 27, 2019",4 / 8,-2,15,13
2132,Analyst_2729300,CCL,Q1 2019,"Mar 26, 2019",39 / 57,0,8,8
2133,Analyst_2729300,JKS,Q4 2018,"Mar 22, 2019",15 / 24,0,-4,-4
2134,Analyst_2729300,NKE,Q3 2019,"Mar 21, 2019",129 / 142,-8,-6,-14
2135,Analyst_2729300,CTAS,Q3 2019,"Mar 21, 2019",10 / 21,9,-2,7
2136,Analyst_2729300,ZUO,Q4 2019,"Mar 21, 2019",23 / 32,0,7,7
2137,Sam Poser,LULU,Q4 2019,"Mar 26, 2020",91 / 97,-23,,-23
2138,Sam Poser,SCVL,Q4 2019,"Mar 25, 2020",7 / 9,-11,,-11
2139,Sam Poser,GCO,Q4 2020,"Mar 12, 2020",2 / 6,14,,14
2140,Sam Poser,SHOO,Q4 2019,"Feb 27, 2020",5 / 9,-6,,-6
2141,Sam Poser,CROX,Q4 2019,"Feb 27, 2020",12 / 12,-25,,-25
2142,Sam Poser,VFC,Q3 2020,"Jan 23, 2020",29 / 30,-25,,-25
2143,Sam Poser,LULU,Q3 2019,"Dec 11, 2019",109 / 153,-5,,-5
2144,Sam Poser,GCO,Q3 2020,"Dec 6, 2019",6 / 7,-5,,-5
2145,Sam Poser,SCVL,Q3 2019,"Nov 21, 2019",5 / 8,-6,,-6
2146,Sam Poser,CROX,Q3 2019,"Oct 30, 2019",10 / 10,-8,,-8
2147,Sam Poser,SHOO,Q3 2019,"Oct 29, 2019",4 / 10,14,,14
2148,Sam Poser,VFC,Q2 2020,"Oct 25, 2019",27 / 34,-5,,-5
2149,Sam Poser,GCO,Q2 2020,"Sep 6, 2019",2 / 9,22,,22
2150,Sam Poser,LULU,Q2 2019,"Sep 5, 2019",133 / 149,-10,,-10
2151,Sam Poser,SCVL,Q2 2019,"Aug 28, 2019",5 / 7,-2,,-2
2152,Sam Poser,CROX,Q2 2019,"Aug 1, 2019",9 / 13,14,,14
2153,Sam Poser,SHOO,Q2 2019,"Jul 30, 2019",10 / 12,11,,11
2154,Sam Poser,VFC,Q1 2020,"Jul 24, 2019",33 / 36,-25,,-25
2155,Sam Poser,LULU,Q1 2019,"Jun 12, 2019",129 / 153,-7,,-7
2156,Sam Poser,GCO,Q1 2020,"May 31, 2019",4 / 5,-4,,-4
2157,Sam Poser,SCVL,Q1 2019,"May 22, 2019",12 / 13,-10,,-10
2158,Sam Poser,VFC,Q4 2019,"May 22, 2019",36 / 45,-13,,-13
2159,Sam Poser,CROX,Q1 2019,"May 7, 2019",2 / 9,22,,22
2160,Sam Poser,SHOO,Q1 2019,"Apr 25, 2019",9 / 11,14,,14
2161,Sam Poser,LULU,Q4 2018,"Mar 27, 2019",120 / 134,-13,,-13
2162,Analyst_1355957,KEYS,Q4 2019,"Nov 26, 2019",21 / 23,8,-12,-4
2163,Analyst_1355957,M,Q3 2019,"Nov 21, 2019",25 / 63,17,-3,14
2164,Analyst_1355957,NGVC,Q4 2019,"Nov 14, 2019",18 / 23,-8,8,0
2165,Analyst_1355957,GDOT,Q3 2019,"Nov 7, 2019",7 / 16,12,12,24
2166,Analyst_1355957,MNTV,Q3 2019,"Nov 7, 2019",7 / 10,13,-4,9
2167,larrylai,SPWH,Q3 2021,"Dec 8, 2021",6 / 9,-2,7,5
2168,larrylai,GME,Q3 2021,"Dec 8, 2021",33 / 68,-2,10,8
2169,larrylai,CPB,Q1 2022,"Dec 8, 2021",5 / 11,9,-3,6
2170,larrylai,HIBB,Q3 2022,"Dec 3, 2021",13 / 15,-1,-6,-7
2171,larrylai,SMAR,Q3 2022,"Dec 2, 2021",11 / 21,9,11,20
2172,larrylai,YEXT,Q3 2022,"Dec 2, 2021",4 / 16,15,16,31
2173,larrylai,SWBI,Q2 2022,"Dec 2, 2021",9 / 16,-3,-4,-7
2174,larrylai,DOCU,Q3 2022,"Dec 2, 2021",19 / 48,9,16,25
2175,larrylai,ZUMZ,Q3 2021,"Dec 2, 2021",3 / 13,-5,22,17
2176,larrylai,SPLK,Q3 2022,"Dec 1, 2021",1 / 38,20,22,42
2177,larrylai,ZUO,Q3 2022,"Dec 1, 2021",13 / 20,0,7,7
2178,larrylai,SNOW,Q3 2022,"Dec 1, 2021",22 / 39,10,8,18
2179,larrylai,AMBA,Q3 2022,"Nov 30, 2021",23 / 30,8,-3,5
2180,larrylai,BOX,Q3 2022,"Nov 30, 2021",1 / 21,25,15,40
2181,larrylai,ZS,Q1 2022,"Nov 30, 2021",15 / 37,11,9,20
2182,larrylai,CRM,Q3 2022,"Nov 30, 2021",3 / 80,22,20,42
2183,larrylai,VMW,Q3 2022,"Nov 23, 2021",2 / 31,20,13,33
2184,larrylai,HPQ,Q4 2021,"Nov 23, 2021",10 / 26,20,9,29
2185,larrylai,JACK,Q4 2021,"Nov 23, 2021",12 / 20,-3,-3,-6
2186,larrylai,SJM,Q2 2022,"Nov 23, 2021",11 / 13,7,8,15
2187,larrylai,DKS,Q3 2021,"Nov 23, 2021",24 / 29,-5,7,2
2188,larrylai,A,Q4 2021,"Nov 22, 2021",4 / 18,21,-2,19
2189,larrylai,FL,Q3 2021,"Nov 19, 2021",15 / 22,8,-2,6
2190,larrylai,ESE,Q4 2021,"Nov 18, 2021",1 / 8,13,23,36
2191,larrylai,PANW,Q1 2022,"Nov 18, 2021",2 / 34,25,14,39
2192,Analyst_5332121,BKE,Q1 2020,"May 22, 2020",5 / 5,-6,-25,-31
2193,Analyst_5332121,FL,Q1 2020,"May 22, 2020",25 / 26,-9,-12,-21
2194,Analyst_5332121,NKE,Q3 2020,"Mar 24, 2020",62 / 87,18,-4,14
2195,Analyst_5332121,BKE,Q4 2019,"Mar 13, 2020",2 / 4,21,-25,-4
2196,Analyst_5332121,FL,Q4 2019,"Feb 28, 2020",32 / 39,-5,-11,-16
2197,Analyst_5332121,NKE,Q2 2020,"Dec 19, 2019",72 / 113,8,8,16
2198,Analyst_5332121,BKE,Q3 2019,"Nov 22, 2019",4 / 6,9,-1,8
2199,Analyst_5332121,CUB,Q4 2019,"Nov 20, 2019",8 / 14,-2,9,7
2200,Analyst_5332121,CHGG,Q3 2019,"Nov 4, 2019",12 / 15,7,7,14
2201,Ali Faghri,AZO,Q4 2019,"Sep 24, 2019",35 / 35,-23,,-23
2202,Ali Faghri,CPRT,Q4 2019,"Sep 4, 2019",13 / 13,-25,,-25
2203,Ali Faghri,CPRT,Q3 2019,"May 22, 2019",12 / 12,-18,,-18
2204,Ali Faghri,MNRO,Q4 2019,"May 21, 2019",37 / 38,-25,,-25
2205,Ali Faghri,AZO,Q3 2019,"May 21, 2019",25 / 26,-21,,-21
2206,Ali Faghri,LKQ,Q4 2018,"Feb 28, 2019",9 / 14,-4,,-4
2207,Ali Faghri,AZO,Q2 2019,"Feb 26, 2019",26 / 31,-7,,-7
2208,Ali Faghri,AN,Q4 2018,"Feb 22, 2019",11 / 15,-7,,-7
2209,Ali Faghri,CPRT,Q2 2019,"Feb 20, 2019",15 / 15,-25,,-25
2210,Ali Faghri,GPC,Q4 2018,"Feb 19, 2019",9 / 10,-25,,-25
2211,Ali Faghri,AAP,Q4 2018,"Feb 19, 2019",22 / 22,-25,,-25
2212,Ali Faghri,LAD,Q4 2018,"Feb 13, 2019",32 / 36,-13,,-13
2213,Ali Faghri,PAG,Q4 2018,"Feb 7, 2019",1 / 13,22,,22
2214,Ali Faghri,ORLY,Q4 2018,"Feb 6, 2019",22 / 22,-25,,-25
2215,Ali Faghri,GPI,Q4 2018,"Feb 5, 2019",7 / 9,-14,,-14
2216,Ali Faghri,MNRO,Q3 2019,"Jan 31, 2019",35 / 37,-13,,-13
2217,Ali Faghri,AZO,Q1 2019,"Dec 4, 2018",28 / 32,-11,,-11
2218,Ali Faghri,CPRT,Q1 2019,"Nov 20, 2018",15 / 16,-25,,-25
2219,Ali Faghri,AAP,Q3 2018,"Nov 13, 2018",25 / 25,-14,,-14
2220,Ali Faghri,AN,Q3 2018,"Oct 30, 2018",18 / 19,-25,,-25
2221,Ali Faghri,MNRO,Q2 2019,"Oct 25, 2018",28 / 37,-7,,-7
2222,Ali Faghri,GPI,Q3 2018,"Oct 25, 2018",9 / 10,-25,,-25
2223,Ali Faghri,PAG,Q3 2018,"Oct 25, 2018",14 / 15,-18,,-18
2224,Ali Faghri,LKQ,Q3 2018,"Oct 25, 2018",11 / 12,-25,,-25
2225,Ali Faghri,ORLY,Q3 2018,"Oct 24, 2018",26 / 27,-25,,-25
2226,Analyst_7992286,HD,Q4 2019,"Feb 25, 2020",11 / 65,6,24,30
2227,Analyst_473856,HIBB,Q4 2019,"Mar 22, 2019",7 / 35,10,17,27
2228,WeAreLions,GPS,Q4 2018,"Feb 28, 2019",2 / 25,20,-4,16
2229,WeAreLions,BBY,Q4 2019,"Feb 27, 2019",49 / 51,-10,-10,-20
2230,WeAreLions,GPS,Q3 2018,"Nov 20, 2018",32 / 38,-5,-4,-9
2231,WeAreLions,BBY,Q3 2019,"Nov 20, 2018",25 / 41,11,-4,7
2232,WeAreLions,BBY,Q2 2019,"Aug 28, 2018",62 / 69,-5,-14,-19
2233,WeAreLions,GPS,Q2 2018,"Aug 23, 2018",23 / 43,14,-4,10
2234,WeAreLions,YY,Q2 2018,"Aug 13, 2018",9 / 56,14,20,34
2235,WeAreLions,YY,Q1 2018,"Jun 5, 2018",17 / 60,22,10,32
2236,WeAreLions,CRM,Q1 2019,"May 29, 2018",17 / 198,19,13,32
2237,WeAreLions,HPQ,Q2 2018,"May 29, 2018",43 / 79,-3,13,10
2238,WeAreLions,ROST,Q1 2018,"May 24, 2018",34 / 42,-2,-4,-6
2239,WeAreLions,GPS,Q1 2018,"May 24, 2018",3 / 38,13,10,23
2240,WeAreLions,BBY,Q1 2019,"May 24, 2018",29 / 47,0,-4,-4
2241,"Daniel Binder, CFA",BBBY,Q4 2019,"Apr 15, 2020",28 / 37,-13,,-13
2242,"Daniel Binder, CFA",OLLI,Q4 2019,"Mar 19, 2020",14 / 16,-12,,-12
2243,"Daniel Binder, CFA",WSM,Q4 2019,"Mar 18, 2020",14 / 19,-6,,-6
2244,"Daniel Binder, CFA",FIVE,Q4 2019,"Mar 18, 2020",18 / 18,-25,,-25
2245,"Daniel Binder, CFA",DG,Q4 2019,"Mar 12, 2020",14 / 17,-11,,-11
2246,"Daniel Binder, CFA",DLTR,Q4 2019,"Mar 4, 2020",15 / 19,-9,,-9
2247,"Daniel Binder, CFA",TGT,Q4 2019,"Mar 3, 2020",55 / 58,-25,,-25
2248,"Daniel Binder, CFA",LOW,Q4 2019,"Feb 26, 2020",20 / 22,-7,,-7
2249,"Daniel Binder, CFA",HD,Q4 2019,"Feb 25, 2020",30 / 65,9,,9
2250,"Daniel Binder, CFA",TCS,Q3 2019,"Feb 4, 2020",7 / 7,-25,,-25
2251,"Daniel Binder, CFA",BBBY,Q3 2019,"Jan 8, 2020",27 / 54,-4,,-4
2252,"Daniel Binder, CFA",OLLI,Q3 2019,"Dec 10, 2019",18 / 20,-20,,-20
2253,"Daniel Binder, CFA",DG,Q3 2019,"Dec 5, 2019",25 / 28,-25,,-25
2254,"Daniel Binder, CFA",FIVE,Q3 2019,"Dec 4, 2019",16 / 29,-1,,-1
2255,"Daniel Binder, CFA",DLTR,Q3 2019,"Nov 26, 2019",3 / 17,17,,17
2256,"Daniel Binder, CFA",WSM,Q3 2019,"Nov 21, 2019",25 / 30,-9,,-9
2257,"Daniel Binder, CFA",TGT,Q3 2019,"Nov 20, 2019",51 / 63,-5,,-5
2258,"Daniel Binder, CFA",LOW,Q3 2019,"Nov 20, 2019",26 / 27,-7,,-7
2259,"Daniel Binder, CFA",HD,Q3 2019,"Nov 19, 2019",80 / 83,-25,,-25
2260,"Daniel Binder, CFA",TCS,Q2 2019,"Oct 29, 2019",7 / 7,-10,,-10
2261,"Daniel Binder, CFA",BBBY,Q2 2019,"Oct 2, 2019",48 / 53,-7,,-7
2262,"Daniel Binder, CFA",DLTR,Q2 2019,"Aug 29, 2019",17 / 23,-10,,-10
2263,"Daniel Binder, CFA",DG,Q2 2019,"Aug 29, 2019",26 / 32,-4,,-4
2264,"Daniel Binder, CFA",WSM,Q2 2019,"Aug 28, 2019",23 / 23,-25,,-25
2265,"Daniel Binder, CFA",FIVE,Q2 2019,"Aug 28, 2019",30 / 31,-25,,-25
2266,skymile123,GPI,Q1 2020,"May 5, 2020",5 / 8,-7,6,-1
2267,skymile123,COP,Q1 2020,"Apr 30, 2020",26 / 26,-25,-25,-50
2268,skymile123,GPI,Q4 2019,"Feb 5, 2020",6 / 6,-5,-10,-15
2269,skymile123,COP,Q4 2019,"Feb 4, 2020",32 / 32,-25,-25,-50
2270,skymile123,COP,Q3 2019,"Oct 29, 2019",30 / 31,-25,23,-2
2271,skymile123,GPI,Q3 2019,"Oct 24, 2019",4 / 6,12,-3,9
2272,skymile123,COP,Q2 2019,"Jul 30, 2019",30 / 41,-3,-3,-6
2273,skymile123,GPI,Q2 2019,"Jul 25, 2019",1 / 7,15,18,33
2274,am,EBAY,Q2 2021,"Aug 11, 2021",44 / 44,-23,-4,-27
2275,am,NIO,Q2 2021,"Aug 11, 2021",6 / 59,-3,23,20
2276,am,PENN,Q2 2021,"Aug 5, 2021",1 / 14,9,23,32
2277,am,EA,Q1 2022,"Aug 4, 2021",7 / 32,20,11,31
2278,am,ETSY,Q2 2021,"Aug 4, 2021",5 / 36,-1,23,22
2279,am,BKNG,Q2 2021,"Aug 4, 2021",11 / 29,-1,9,8
2280,am,WYNN,Q2 2021,"Aug 4, 2021",17 / 29,-4,17,13
2281,am,AKAM,Q2 2021,"Aug 3, 2021",23 / 24,-18,-25,-43
2282,am,AYX,Q2 2021,"Aug 3, 2021",28 / 29,12,-21,-9
2283,am,AMGN,Q2 2021,"Aug 3, 2021",11 / 25,20,-4,16
2284,am,OXY,Q2 2021,"Aug 3, 2021",1 / 15,12,24,36
2285,am,MTCH,Q2 2021,"Aug 3, 2021",8 / 18,-6,16,10
2286,am,ATVI,Q2 2021,"Aug 3, 2021",17 / 44,18,-2,16
2287,am,BABA,Q1 2022,"Aug 3, 2021",52 / 115,10,-2,8
2288,am,TTWO,Q1 2022,"Aug 2, 2021",6 / 30,15,16,31
2289,am,CAT,Q2 2021,"Jul 30, 2021",22 / 32,12,-5,7
2290,am,PG,Q4 2021,"Jul 30, 2021",20 / 25,-17,17,0
2291,am,TEAM,Q4 2021,"Jul 29, 2021",8 / 23,14,8,22
2292,am,AMZN,Q2 2021,"Jul 29, 2021",126 / 210,8,-2,6
2293,am,FTNT,Q2 2021,"Jul 29, 2021",14 / 31,12,11,23
2294,am,PINS,Q2 2021,"Jul 29, 2021",13 / 39,11,13,24
2295,am,VRTX,Q2 2021,"Jul 29, 2021",9 / 22,10,8,18
2296,am,GILD,Q2 2021,"Jul 29, 2021",13 / 36,11,16,27
2297,am,SWKS,Q3 2021,"Jul 29, 2021",25 / 34,-1,-6,-7
2298,am,MA,Q2 2021,"Jul 29, 2021",2 / 50,23,18,41
2299,Analyst_6424356,BBY,Q4 2019,"Feb 27, 2019",21 / 51,9,16,25
2300,Randal Konik,FIVE,Q3 2021,"Dec 1, 2021",18 / 18,-15,,-15
2301,Randal Konik,FIVE,Q2 2021,"Sep 1, 2021",13 / 13,-25,,-25
2302,Randal Konik,FIVE,Q1 2021,"Jun 3, 2021",10 / 10,-15,,-15
2303,Randal Konik,LULU,Q4 2020,"Mar 30, 2021",69 / 75,-12,,-12
2304,Randal Konik,OLLI,Q4 2020,"Mar 18, 2021",12 / 12,-10,,-10
2305,Randal Konik,FOXF,Q4 2020,"Feb 25, 2021",3 / 4,-7,,-7
2306,Randal Konik,BBWI,Q4 2020,"Feb 24, 2021",4 / 6,-9,,-9
2307,Randal Konik,M,Q4 2020,"Feb 23, 2021",25 / 26,-6,,-6
2308,Randal Konik,OLLI,Q3 2020,"Dec 3, 2020",12 / 15,-17,,-17
2309,Randal Konik,TIF,Q3 2020,"Nov 24, 2020",5 / 6,-4,,-4
2310,Randal Konik,BBWI,Q3 2020,"Nov 18, 2020",11 / 16,-4,,-4
2311,Randal Konik,KSS,Q3 2020,"Nov 17, 2020",19 / 19,-14,,-14
2312,Randal Konik,FOXF,Q3 2020,"Nov 10, 2020",5 / 6,-8,,-8
2313,Randal Konik,KSS,Q2 2020,"Aug 18, 2020",16 / 19,-11,,-11
2314,Randal Konik,TPR,Q4 2020,"Aug 13, 2020",12 / 15,-10,,-10
2315,Randal Konik,FOXF,Q2 2020,"Aug 5, 2020",5 / 6,14,,14
2316,Randal Konik,KSS,Q1 2020,"May 19, 2020",11 / 17,-6,,-6
2317,Randal Konik,FOXF,Q1 2020,"May 6, 2020",1 / 5,15,,15
2318,Randal Konik,FRAN,Q4 2019,"May 1, 2020",7 / 7,-25,,-25
2319,Randal Konik,TPR,Q3 2020,"Apr 30, 2020",12 / 16,-6,,-6
2320,Randal Konik,LULU,Q4 2019,"Mar 26, 2020",92 / 97,-25,,-25
2321,Randal Konik,SCVL,Q4 2019,"Mar 25, 2020",9 / 9,-21,,-21
2322,Randal Konik,TIF,Q4 2019,"Mar 20, 2020",10 / 13,-9,,-9
2323,Randal Konik,OLLI,Q4 2019,"Mar 19, 2020",3 / 16,-3,,-3
2324,Randal Konik,TLRD,Q4 2019,"Mar 18, 2020",7 / 9,-5,,-5
2325,Analyst_1816494,T,Q1 2020,"Apr 22, 2020",7 / 51,25,-5,20
2326,Analyst_1816494,OXY,Q4 2019,"Feb 27, 2020",1 / 23,-3,18,15
2327,Analyst_1816494,MED,Q4 2019,"Feb 26, 2020",5 / 9,8,9,17
2328,Analyst_1816494,BRK-B,Q4 2019,"Feb 22, 2020",3 / 28,-4,21,17
2329,Buck_861640,TPR,Q4 2019,"Aug 15, 2019",5 / 34,-8,22,14
2330,Buck_861640,CPRI,Q4 2019,"May 29, 2019",40 / 46,-6,-25,-31
2331,Buck_861640,TPR,Q3 2019,"May 9, 2019",23 / 28,-9,-5,-14
2332,Buck_861640,RH,Q4 2018,"Mar 28, 2019",54 / 58,-21,14,-7
2333,Buck_861640,FIVE,Q4 2018,"Mar 27, 2019",37 / 43,-3,-7,-10
2334,Buck_861640,LULU,Q4 2018,"Mar 27, 2019",133 / 134,-14,-25,-39
2335,Buck_861640,OLLI,Q4 2018,"Mar 26, 2019",26 / 28,-13,-6,-19
2336,Buck_861640,WSM,Q4 2018,"Mar 20, 2019",17 / 37,-4,21,17
2337,Buck_861640,ULTA,Q4 2018,"Mar 14, 2019",1 / 58,25,22,47
2338,Buck_861640,DG,Q4 2018,"Mar 14, 2019",23 / 36,-3,11,8
2339,Buck_861640,AEO,Q4 2018,"Mar 6, 2019",28 / 31,-25,13,-12
2340,Buck_861640,DLTR,Q4 2018,"Mar 6, 2019",30 / 35,-8,-6,-14
2341,Buck_861640,URBN,Q4 2019,"Mar 5, 2019",27 / 28,-10,-2,-12
2342,Buck_861640,PLCE,Q4 2018,"Mar 4, 2019",9 / 10,-4,-4,-8
2343,Buck_861640,GPS,Q4 2018,"Feb 28, 2019",24 / 25,-4,-17,-21
2344,Buck_861640,BBWI,Q4 2018,"Feb 27, 2019",16 / 38,13,-4,9
2345,Buck_861640,W,Q4 2018,"Feb 22, 2019",37 / 39,-8,-12,-20
2346,Buck_861640,TPR,Q2 2019,"Feb 7, 2019",9 / 30,-9,10,1
2347,Buck_861640,CPRI,Q3 2019,"Feb 6, 2019",18 / 43,17,-10,7
2348,Buck_861640,AEO,Q3 2018,"Dec 11, 2018",11 / 42,-4,17,13
2349,Buck_861640,ULTA,Q3 2018,"Dec 6, 2018",44 / 55,-2,-11,-13
2350,Buck_861640,LULU,Q3 2018,"Dec 6, 2018",153 / 159,-15,-17,-32
2351,Buck_861640,PLCE,Q3 2018,"Dec 6, 2018",15 / 23,-1,-5,-6
2352,Buck_861640,FIVE,Q3 2018,"Dec 5, 2018",27 / 27,-13,-13,-26
2353,Buck_861640,OLLI,Q3 2018,"Dec 4, 2018",27 / 34,13,-15,-2
2354,Kpb04003,CSCO,Q3 2021,"May 19, 2021",64 / 74,-6,-5,-11
2355,Kpb04003,CSCO,Q2 2021,"Feb 9, 2021",72 / 85,15,-21,-6
2356,Kpb04003,EBAY,Q4 2020,"Feb 3, 2021",16 / 63,12,13,25
2357,Kpb04003,NAVI,Q4 2020,"Jan 26, 2021",1 / 7,15,14,29
2358,Kpb04003,IBKR,Q4 2020,"Jan 19, 2021",7 / 16,10,10,20
2359,Kpb04003,CSCO,Q1 2021,"Nov 12, 2020",64 / 107,19,-6,13
2360,Kpb04003,NAVI,Q3 2020,"Oct 20, 2020",2 / 6,12,13,25
2361,Kpb04003,IBM,Q3 2020,"Oct 19, 2020",62 / 100,-1,-3,-4
2362,Kpb04003,TACO,Q3 2020,"Oct 15, 2020",3 / 12,15,-1,14
2363,Kpb04003,ISRG,Q3 2020,"Oct 15, 2020",6 / 42,14,13,27
2364,Kpb04003,TSM,Q3 2020,"Oct 15, 2020",3 / 43,18,24,42
2365,Kpb04003,ASML,Q3 2020,"Oct 14, 2020",2 / 31,15,14,29
2366,Kpb04003,INFY,Q2 2021,"Oct 14, 2020",1 / 18,25,17,42
2367,Kpb04003,BLK,Q3 2020,"Oct 13, 2020",2 / 16,10,11,21
2368,Kpb04003,PTON,Q4 2020,"Sep 10, 2020",75 / 94,-4,-4,-8
2369,Kpb04003,GME,Q2 2020,"Sep 9, 2020",42 / 47,-5,-9,-14
2370,Kpb04003,RH,Q2 2020,"Sep 9, 2020",6 / 26,13,-1,12
2371,Kpb04003,ROST,Q2 2020,"Aug 20, 2020",8 / 11,-3,-3,-6
2372,Kpb04003,CSCO,Q4 2020,"Aug 12, 2020",97 / 116,16,-25,-9
2373,Kpb04003,LOW,Q4 2019,"Feb 26, 2020",7 / 22,25,-5,20
2374,Kpb04003,TSLA,Q4 2019,"Jan 29, 2020",70 / 580,15,18,33
2375,Kpb04003,AAPL,Q1 2020,"Jan 28, 2020",130 / 513,11,11,22
2376,Kpb04003,FB,Q3 2017,"Nov 1, 2017",77 / 630,13,13,26
2377,Kpb04003,PRGO,Q4 2016,"May 22, 2017",6 / 43,12,15,27
2378,Kpb04003,RATE,Q1 2017,"May 4, 2017",6 / 11,14,-4,10
2379,Analyst_9257031,LULU,Q4 2019,"Mar 26, 2020",54 / 97,-2,-1,-3
2380,Analyst_9257031,MU,Q2 2020,"Mar 25, 2020",73 / 114,-2,14,12
2381,Analyst_9257031,HD,Q4 2019,"Feb 25, 2020",42 / 65,7,-1,6
